000010113.wav;4.0;8.0;8.0;4.8;10.0,3.0,10.0,10.0,2.0,10.0;10.0,10.0,10.0,10.0,10.0,10.0;10.0,4.4,10.0,10.0,3.6,10.0;6
000010113.wav;6.0;8.0;7.0;5.48;10.0,10.0,10.0,10.0,0.0,8.0;10.0,10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,2.0,8.4;6
000010113.wav;8.0;9.0;9.0;8.2;10.0,10.0,10.0,10.0,2.0,10.0;10.0,10.0,10.0,10.0,5.0,10.0;10.0,10.0,10.0,10.0,2.6,10.0;6
000010113.wav;4.0;10.0;8.0;5.0;10.0,2.0,10.0,10.0,3.0,10.0;10.0,10.0,10.0,10.0,10.0,10.0;10.0,3.6,10.0,10.0,4.4,10.0;6
000010115.wav;8.0;10.0;10.0;8.4;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000010115.wav;9.0;9.0;9.0;9.0;10.0,10.0,10.0,10.0,8.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,8.4;5
000010115.wav;9.0;9.0;8.0;8.9;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000010115.wav;9.0;9.0;9.0;9.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000010115.wav;10.0;10.0;10.0;10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000010121.wav;8.0;10.0;10.0;7.12;10.0,10.0,10.0,10.0,1.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,2.8;5
000010121.wav;9.0;9.0;9.0;9.0;10.0,10.0,7.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,7.6,10.0,10.0;5
000010121.wav;9.0;9.0;8.0;8.9;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000010121.wav;9.0;8.0;8.0;8.8;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000010121.wav;9.0;10.0;9.0;9.1;10.0,10.0,10.0,10.0,3.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,4.4;5
000010122.wav;8.0;10.0;10.0;8.4;10.0,10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0,10.0;6
000010122.wav;9.0;9.0;9.0;9.0;10.0,10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0,10.0;6
000010122.wav;8.0;9.0;8.0;8.1;10.0,10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0,10.0;6
000010122.wav;10.0;9.0;10.0;9.9;10.0,10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0,10.0;6
000010122.wav;9.0;10.0;9.0;9.1;10.0,10.0,10.0,10.0,10.0,8.0;10.0,10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0,8.4;6
000010133.wav;9.0;8.0;9.0;8.9;8.0,10.0,10.0,8.0;10.0,10.0,10.0,10.0;8.4,10.0,10.0,8.4;4
000010133.wav;8.0;9.0;8.0;8.1;7.0,3.0,10.0,7.0;10.0,10.0,10.0,10.0;7.6,4.4,10.0,7.6;4
000010133.wav;7.0;8.0;8.0;7.2;10.0,10.0,10.0,8.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,8.4;4
000010133.wav;8.0;8.0;8.0;8.0;10.0,10.0,10.0,8.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,8.4;4
000010133.wav;9.0;10.0;9.0;9.1;8.0,10.0,10.0,8.0;10.0,10.0,10.0,10.0;8.4,10.0,10.0,8.4;4
000010135.wav;8.0;8.0;10.0;8.2;10.0,10.0,10.0;10.0,10.0,10.0;10.0,10.0,10.0;3
000010135.wav;8.0;9.0;9.0;8.2;10.0,7.0,10.0;10.0,10.0,10.0;10.0,7.6,10.0;3
000010135.wav;6.0;8.0;8.0;6.4;10.0,8.0,5.0;10.0,10.0,10.0;10.0,8.4,6.0;3
000010135.wav;9.0;9.0;9.0;9.0;10.0,10.0,10.0;10.0,10.0,10.0;10.0,10.0,10.0;3
000010135.wav;10.0;10.0;10.0;10.0;10.0,10.0,10.0;10.0,10.0,10.0;10.0,10.0,10.0;3
000010140.wav;7.0;8.0;10.0;7.4;8.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;8.4,10.0,10.0,10.0,10.0;5
000010140.wav;8.0;9.0;9.0;8.2;10.0,10.0,3.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,4.4,10.0,10.0;5
000010140.wav;9.0;9.0;8.0;8.9;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000010140.wav;7.0;7.0;8.0;7.1;10.0,10.0,6.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,6.8,10.0,10.0;5
000010140.wav;10.0;10.0;9.0;9.9;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000010145.wav;9.0;9.0;10.0;9.1;5.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;6.0,10.0,10.0,10.0,10.0;5
000010145.wav;9.0;9.0;9.0;9.0;10.0,10.0,10.0,6.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,6.8,10.0;5
000010145.wav;8.0;8.0;7.0;7.9;8.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;8.4,10.0,10.0,10.0,10.0;5
000010145.wav;8.0;7.0;7.0;7.8;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,5.0;10.0,10.0,10.0,10.0,9.0;5
000010145.wav;10.0;10.0;9.0;9.9;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000010149.wav;8.0;9.0;10.0;8.3;8.0,10.0,10.0,8.0,10.0;10.0,10.0,10.0,10.0,10.0;8.4,10.0,10.0,8.4,10.0;5
000010149.wav;9.0;9.0;9.0;9.0;10.0,8.0,10.0,5.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,8.4,10.0,6.0,10.0;5
000010149.wav;6.0;9.0;8.0;6.5;10.0,8.0,10.0,5.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,8.4,10.0,6.0,10.0;5
000010149.wav;8.0;8.0;8.0;8.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000010149.wav;9.0;10.0;8.0;9.0;3.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;4.4,10.0,10.0,10.0,10.0;5
000010168.wav;10.0;10.0;10.0;10.0;10.0;10.0;10.0;1
000010168.wav;9.0;10.0;10.0;9.2;10.0;10.0;10.0;1
000010168.wav;10.0;10.0;10.0;10.0;10.0;10.0;10.0;1
000010168.wav;10.0;10.0;9.0;9.9;10.0;10.0;10.0;1
000010168.wav;10.0;10.0;10.0;10.0;10.0;10.0;10.0;1
000010173.wav;7.0;10.0;10.0;7.6;8.0;10.0;8.4;1
000010173.wav;9.0;9.0;9.0;9.0;7.0;10.0;7.6;1
000010173.wav;7.0;10.0;9.0;7.5;8.0;10.0;8.4;1
000010173.wav;9.0;9.0;9.0;9.0;10.0;10.0;10.0;1
000010173.wav;10.0;10.0;8.0;9.8;8.0;10.0;8.4;1
000050003.wav;5.0;5.0;5.0;5.0;10.0,10.0,8.0,10.0,10.0;10.0,5.0,10.0,10.0,10.0;10.0,9.0,8.4,10.0,10.0;5
000050003.wav;9.0;7.0;7.0;8.6;10.0,10.0,10.0,10.0,10.0;5.0,10.0,10.0,10.0,10.0;9.0,10.0,10.0,10.0,10.0;5
000050003.wav;7.0;8.0;7.0;7.1;10.0,10.0,8.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,8.4,10.0,10.0;5
000050003.wav;8.0;6.0;6.0;7.6;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000050003.wav;8.0;5.0;8.0;7.7;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000050010.wav;7.0;7.0;5.0;6.8;10.0,10.0,7.0,8.0;10.0,10.0,10.0,10.0;10.0,10.0,7.6,8.4;4
000050010.wav;8.0;9.0;9.0;8.2;10.0,10.0,8.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,8.4,10.0;4
000050010.wav;3.0;8.0;7.0;3.3;10.0,10.0,1.0,2.0;10.0,10.0,10.0,10.0;10.0,10.0,2.8,3.6;4
000050010.wav;7.0;7.0;7.0;7.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;4
000050010.wav;8.0;7.0;7.0;7.8;10.0,10.0,3.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,4.4,10.0;4
000050024.wav;6.0;5.0;6.0;5.9;10.0,8.0,10.0;10.0,10.0,10.0;10.0,8.4,10.0;3
000050024.wav;8.0;6.0;5.0;7.5;10.0,7.0,10.0;10.0,10.0,10.0;10.0,7.6,10.0;3
000050024.wav;4.0;8.0;7.0;4.7;10.0,4.0,4.0;10.0,10.0,10.0;10.0,5.2,5.2;3
000050024.wav;7.0;6.0;6.0;6.8;10.0,10.0,10.0;10.0,10.0,10.0;10.0,10.0,10.0;3
000050024.wav;7.0;9.0;7.0;7.2;10.0,10.0,5.0;10.0,10.0,10.0;10.0,10.0,6.0;3
000050028.wav;6.0;6.0;6.0;6.0;8.0,8.0,10.0,10.0;10.0,10.0,10.0,10.0;8.4,8.4,10.0,10.0;4
000050028.wav;8.0;8.0;8.0;8.0;10.0,10.0,10.0,8.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,8.4;4
000050028.wav;9.0;9.0;8.0;8.9;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;4
000050028.wav;8.0;8.0;8.0;8.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;4
000050028.wav;10.0;8.0;7.0;9.5;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;4
000050038.wav;6.0;7.0;7.0;6.2;10.0,10.0,10.0,8.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,8.4;4
000050038.wav;7.0;9.0;9.0;7.4;10.0,10.0,10.0,8.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,8.4;4
000050038.wav;7.0;9.0;8.0;7.3;8.0,8.0,8.0,10.0;10.0,10.0,10.0,10.0;8.4,8.4,8.4,10.0;4
000050038.wav;8.0;7.0;7.0;7.8;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;4
000050038.wav;9.0;8.0;6.0;8.6;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;4
000050040.wav;6.0;7.0;7.0;6.2;10.0,8.0,10.0,10.0;10.0,10.0,10.0,10.0;10.0,8.4,10.0,10.0;4
000050040.wav;8.0;8.0;8.0;8.0;8.0,8.0,10.0,8.0;10.0,10.0,10.0,10.0;8.4,8.4,10.0,8.4;4
000050040.wav;8.0;9.0;8.0;8.1;8.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;8.4,10.0,10.0,10.0;4
000050040.wav;7.0;7.0;7.0;7.0;10.0,8.0,10.0,10.0;10.0,10.0,10.0,10.0;10.0,8.4,10.0,10.0;4
000050040.wav;9.0;8.0;7.0;8.7;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;4
000050047.wav;6.0;7.0;6.0;6.1;10.0,10.0,8.0;10.0,10.0,10.0;10.0,10.0,8.4;3
000050047.wav;9.0;9.0;9.0;9.0;10.0,10.0,10.0;10.0,10.0,10.0;10.0,10.0,10.0;3
000050047.wav;7.0;8.0;8.0;7.2;10.0,8.0,10.0;10.0,10.0,10.0;10.0,8.4,10.0;3
000050047.wav;5.0;7.0;7.0;5.4;10.0,10.0,3.0;10.0,10.0,10.0;10.0,10.0,4.4;3
000050047.wav;9.0;8.0;6.0;8.6;10.0,10.0,10.0;10.0,10.0,10.0;10.0,10.0,10.0;3
000050049.wav;6.0;7.0;7.0;6.2;10.0,8.0,8.0;10.0,10.0,10.0;10.0,8.4,8.4;3
000050049.wav;9.0;9.0;9.0;9.0;10.0,8.0,10.0;10.0,10.0,10.0;10.0,8.4,10.0;3
000050049.wav;7.0;9.0;8.0;7.3;10.0,8.0,10.0;10.0,10.0,10.0;10.0,8.4,10.0;3
000050049.wav;7.0;7.0;8.0;7.1;10.0,10.0,10.0;10.0,10.0,10.0;10.0,10.0,10.0;3
000050049.wav;9.0;9.0;7.0;8.8;10.0,10.0,10.0;10.0,10.0,10.0;10.0,10.0,10.0;3
000050055.wav;4.0;6.0;6.0;4.4;10.0,3.0,10.0;10.0,10.0,10.0;10.0,4.4,10.0;3
000050055.wav;9.0;9.0;8.0;8.9;10.0,10.0,10.0;10.0,10.0,10.0;10.0,10.0,10.0;3
000050055.wav;9.0;9.0;8.0;8.9;10.0,10.0,10.0;10.0,10.0,10.0;10.0,10.0,10.0;3
000050055.wav;8.0;8.0;8.0;8.0;10.0,10.0,10.0;10.0,10.0,10.0;10.0,10.0,10.0;3
000050055.wav;9.0;8.0;8.0;8.8;10.0,10.0,10.0;10.0,10.0,10.0;10.0,10.0,10.0;3
000050078.wav;6.0;7.0;6.0;6.1;2.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;3.6,10.0,10.0,10.0,10.0;5
000050078.wav;9.0;9.0;5.0;8.6;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000050078.wav;7.0;8.0;7.0;7.1;10.0,8.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,8.4,10.0,10.0,10.0;5
000050078.wav;7.0;7.0;6.0;6.9;10.0,2.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,3.6,10.0,10.0,10.0;5
000050078.wav;10.0;5.0;4.0;8.9;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000050079.wav;5.0;7.0;6.0;5.3;10.0,8.0,10.0,10.0,10.0;10.0,5.0,10.0,10.0,10.0;10.0,7.4,10.0,10.0,10.0;5
000050079.wav;8.0;6.0;7.0;7.7;8.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;8.4,10.0,10.0,10.0,10.0;5
000050079.wav;8.0;8.0;7.0;7.9;10.0,10.0,8.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,8.4,10.0,10.0;5
000050079.wav;6.0;6.0;6.0;6.0;10.0,10.0,10.0,10.0,10.0;10.0,5.0,10.0,10.0,10.0;10.0,9.0,10.0,10.0,10.0;5
000050079.wav;7.0;6.0;4.0;6.6;10.0,8.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,8.4,10.0,10.0,10.0;5
000050083.wav;7.0;7.0;7.0;7.0;8.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0;8.4,10.0,10.0,10.0;4
000050083.wav;7.0;9.0;7.0;5.8;8.0,8.0,10.0,0.0;10.0,10.0,10.0,10.0;8.4,8.4,10.0,2.0;4
000050083.wav;5.0;8.0;7.0;4.5;10.0,8.0,10.0,0.0;10.0,10.0,10.0,10.0;10.0,8.4,10.0,2.0;4
000050083.wav;6.0;7.0;7.0;5.0;10.0,10.0,10.0,1.0;10.0,10.0,10.0,5.0;10.0,10.0,10.0,1.8;4
000050083.wav;4.0;6.0;5.0;3.5;3.0,10.0,10.0,0.0;10.0,10.0,10.0,10.0;4.4,10.0,10.0,2.0;4
000050095.wav;6.0;6.0;6.0;6.0;10.0,10.0,8.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,8.4,10.0;4
000050095.wav;6.0;8.0;7.0;6.3;10.0,10.0,5.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,6.0,10.0;4
000050095.wav;7.0;8.0;7.0;7.1;10.0,10.0,3.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,4.4,10.0;4
000050095.wav;8.0;6.0;6.0;7.6;10.0,10.0,8.0,5.0;10.0,10.0,5.0,10.0;10.0,10.0,7.4,6.0;4
000050095.wav;9.0;6.0;7.0;8.5;10.0,10.0,5.0,10.0;10.0,10.0,10.0,10.0;10.0,10.0,6.0,10.0;4
000050099.wav;7.0;7.0;6.0;6.9;10.0,10.0,10.0,10.0,3.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,4.4;5
000050099.wav;7.0;8.0;8.0;7.2;10.0,8.0,10.0,10.0,3.0;10.0,10.0,10.0,10.0,10.0;10.0,8.4,10.0,10.0,4.4;5
000050099.wav;7.0;8.0;7.0;7.1;8.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;8.4,10.0,10.0,10.0,10.0;5
000050099.wav;6.0;7.0;6.0;5.14;10.0,10.0,10.0,10.0,1.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,2.8;5
000050099.wav;10.0;9.0;6.0;9.5;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000050100.wav;7.0;6.0;6.0;6.8;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000050100.wav;9.0;9.0;9.0;9.0;10.0,10.0,3.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,4.4,10.0,10.0;5
000050100.wav;8.0;8.0;7.0;7.9;10.0,10.0,10.0,10.0,8.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,8.4;5
000050100.wav;6.0;7.0;6.0;6.1;10.0,10.0,10.0,6.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,6.8,10.0;5
000050100.wav;10.0;9.0;9.0;9.8;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000050114.wav;5.0;6.0;6.0;5.2;10.0,3.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,4.4,10.0,10.0,10.0;5
000050114.wav;8.0;8.0;8.0;8.0;10.0,10.0,10.0,3.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,4.4,10.0;5
000050114.wav;8.0;8.0;7.0;7.9;10.0,10.0,10.0,10.0,8.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,8.4;5
000050114.wav;6.0;6.0;6.0;6.0;10.0,10.0,10.0,8.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,8.4,10.0;5
000050114.wav;9.0;8.0;6.0;8.6;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;5
000050118.wav;6.0;6.0;6.0;6.0;10.0,10.0,2.0,10.0,10.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,3.6,10.0,10.0;5
000050118.wav;3.0;9.0;8.0;3.62;0.0,8.0,10.0,10.0,3.0;10.0,10.0,10.0,10.0,10.0;2.0,8.4,10.0,10.0,4.4;5
000050118.wav;7.0;8.0;7.0;7.1;10.0,10.0,10.0,10.0,2.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,3.6;5
000050118.wav;6.0;6.0;6.0;5.04;10.0,10.0,10.0,10.0,1.0;10.0,10.0,10.0,10.0,10.0;10.0,10.0,10.0,10.0,2.8;5
000050118.wav;3.0;7.0;6.0;3.7;3.0,10.0,10.0,10.0,3.0;10.0,10.0,10.0,10.0,10.0;4.4,10.0,10.0,10.0,4.4;5
000050122.wav;5.0;5.0;5.0;4.32;10.0,10.0,1.0,10.0,10.0,10.0;10.0,10.0,5.0,10.0,10.0,10.0;10.0,10.0,1.8,10.0,10.0,10.0;6
000050122.wav;7.0;8.0;7.0;7.1;10.0,10.0,5.0,8.0,8.0,5.0;10.0,10.0,10.0,10.0,10.0,10.0;10.0,10.0,6.0,8.4,8.4,6.0;6
